2021-12-11 23:12:414 INFO  HomePage :63 - Enter job title : Tester
2021-12-11 23:12:32 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (c1d262ba02cfab143ee7079ddf138b73)] -> xpath: //input[@id='salarymin']]
2021-12-11 23:12:167 INFO  HomePage :97 - Enter maximum salary : 70000
2021-12-11 23:12:388 INFO  HomePage :104 - Select salary type : Per annum
2021-12-11 23:12:604 INFO  HomePage :111 - Select job type : Temporary
2021-12-11 23:12:424 INFO  HomePage :63 - Enter job title : Tester
2021-12-11 23:12:509 INFO  HomePage :70 - Enter location : Harrow
2021-12-11 23:12:823 INFO  HomePage :77 - Select distance : up to 5 miles
2021-12-11 23:12:941 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (126db7963a8cc4de162d76347b1a06c7)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-11 23:12:162 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (126db7963a8cc4de162d76347b1a06c7)] -> xpath: //input[@id='salarymin']]
2021-12-11 23:12:260 INFO  HomePage :97 - Enter maximum salary : 500000
2021-12-11 23:12:427 INFO  HomePage :104 - Select salary type : Per annum
2021-12-11 23:12:603 INFO  HomePage :111 - Select job type : Permanent
2021-12-11 23:12:101 INFO  HomePage :63 - Enter job title : Tester
2021-12-11 23:12:198 INFO  HomePage :70 - Enter location : Edgware
2021-12-11 23:12:463 INFO  HomePage :77 - Select distance : up to 1 mile
2021-12-11 23:12:693 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (6357e00361592747aa8c6597342580eb)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-11 23:12:822 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (6357e00361592747aa8c6597342580eb)] -> xpath: //input[@id='salarymin']]
2021-12-11 23:12:908 INFO  HomePage :97 - Enter maximum salary : 5000
2021-12-11 23:12:43 INFO  HomePage :104 - Select salary type : Per month
2021-12-11 23:12:205 INFO  HomePage :111 - Select job type : Contract
2021-12-11 23:12:78 INFO  HomePage :63 - Enter job title : Tester
2021-12-11 23:12:183 INFO  HomePage :70 - Enter location : Wembley
2021-12-11 23:12:471 INFO  HomePage :77 - Select distance : up to 10 miles
2021-12-11 23:12:563 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (4877b114496993aa109212121c70a167)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-11 23:12:722 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (4877b114496993aa109212121c70a167)] -> xpath: //input[@id='salarymin']]
2021-12-11 23:12:805 INFO  HomePage :97 - Enter maximum salary : 550
2021-12-11 23:12:947 INFO  HomePage :104 - Select salary type : Per day
2021-12-11 23:12:116 INFO  HomePage :111 - Select job type : Part Time
2021-12-11 23:12:55 INFO  HomePage :63 - Enter job title : Tester
2021-12-11 23:12:153 INFO  HomePage :70 - Enter location : Stanmore
2021-12-11 23:12:422 INFO  HomePage :77 - Select distance : up to 2 miles
2021-12-11 23:12:513 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (7c8226411c54114adf42a635afe7e631)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-11 23:12:645 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (7c8226411c54114adf42a635afe7e631)] -> xpath: //input[@id='salarymin']]
2021-12-11 23:12:740 INFO  HomePage :97 - Enter maximum salary : 200
2021-12-11 23:12:886 INFO  HomePage :104 - Select salary type : Per hour
2021-12-11 23:12:54 INFO  HomePage :111 - Select job type : Temporary
2021-12-11 23:12:105 INFO  HomePage :63 - Enter job title : Tester
2021-12-11 23:12:216 INFO  HomePage :70 - Enter location : Pinner
2021-12-11 23:12:479 INFO  HomePage :77 - Select distance : up to 25 miles
2021-12-11 23:12:626 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (38035c8bdc1207755b8ae1f134e52bf5)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-11 23:12:739 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (38035c8bdc1207755b8ae1f134e52bf5)] -> xpath: //input[@id='salarymin']]
2021-12-11 23:12:839 INFO  HomePage :97 - Enter maximum salary : 100000
2021-12-11 23:12:976 INFO  HomePage :104 - Select salary type : Per annum
2021-12-11 23:12:149 INFO  HomePage :111 - Select job type : Apprenticeship
2021-12-11 23:12:93 INFO  HomePage :63 - Enter job title : Tester
2021-12-11 23:12:188 INFO  HomePage :70 - Enter location : Ruislip
2021-12-11 23:12:460 INFO  HomePage :77 - Select distance : up to 7 miles
2021-12-11 23:12:625 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (560fdff04312f35b7eace2919e122756)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-11 23:12:752 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (560fdff04312f35b7eace2919e122756)] -> xpath: //input[@id='salarymin']]
2021-12-11 23:12:859 INFO  HomePage :97 - Enter maximum salary : 65000
2021-12-11 23:12:999 INFO  HomePage :104 - Select salary type : Per annum
2021-12-11 23:12:145 INFO  HomePage :111 - Select job type : Permanent
2021-12-11 23:12:35 INFO  HomePage :63 - Enter job title : Tester
2021-12-11 23:12:124 INFO  HomePage :70 - Enter location : Alperton
2021-12-11 23:12:428 INFO  HomePage :77 - Select distance : up to 750 miles
2021-12-11 23:12:513 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (8b4a2f420434743b0619096293621d37)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-11 23:12:671 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (8b4a2f420434743b0619096293621d37)] -> xpath: //input[@id='salarymin']]
2021-12-11 23:12:755 INFO  HomePage :97 - Enter maximum salary : 70000
2021-12-11 23:12:901 INFO  HomePage :104 - Select salary type : Per annum
2021-12-11 23:12:68 INFO  HomePage :111 - Select job type : Temporary
2021-12-12 00:12:454 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:538 INFO  HomePage :70 - Enter location : Harrow
2021-12-12 00:12:834 INFO  HomePage :77 - Select distance : up to 5 miles
2021-12-12 00:12:920 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (f4c9ae10569755d7e659b14219ffe8c9)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:145 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (f4c9ae10569755d7e659b14219ffe8c9)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:229 INFO  HomePage :97 - Enter maximum salary : 500000
2021-12-12 00:12:380 INFO  HomePage :104 - Select salary type : Per annum
2021-12-12 00:12:532 INFO  HomePage :111 - Select job type : Permanent
2021-12-12 00:12:151 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:260 INFO  HomePage :70 - Enter location : Edgware
2021-12-12 00:12:594 INFO  HomePage :77 - Select distance : up to 1 mile
2021-12-12 00:12:710 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (dc45fdaffba646d6104a8b703bb4abf8)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:890 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (dc45fdaffba646d6104a8b703bb4abf8)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:984 INFO  HomePage :97 - Enter maximum salary : 5000
2021-12-12 00:12:151 INFO  HomePage :104 - Select salary type : Per month
2021-12-12 00:12:328 INFO  HomePage :111 - Select job type : Contract
2021-12-12 00:12:207 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:307 INFO  HomePage :70 - Enter location : Wembley
2021-12-12 00:12:661 INFO  HomePage :77 - Select distance : up to 10 miles
2021-12-12 00:12:780 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (57ffdf996ccad65f68be5a4f17acbf3b)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:906 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (57ffdf996ccad65f68be5a4f17acbf3b)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:17 INFO  HomePage :97 - Enter maximum salary : 550
2021-12-12 00:12:181 INFO  HomePage :104 - Select salary type : Per day
2021-12-12 00:12:352 INFO  HomePage :111 - Select job type : Part Time
2021-12-12 00:12:134 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:256 INFO  HomePage :70 - Enter location : Stanmore
2021-12-12 00:12:563 INFO  HomePage :77 - Select distance : up to 2 miles
2021-12-12 00:12:684 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (290729a2ecbb11215739c2bbb32d0adb)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:847 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (290729a2ecbb11215739c2bbb32d0adb)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:945 INFO  HomePage :97 - Enter maximum salary : 200
2021-12-12 00:12:106 INFO  HomePage :104 - Select salary type : Per hour
2021-12-12 00:12:281 INFO  HomePage :111 - Select job type : Temporary
2021-12-12 00:12:239 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:352 INFO  HomePage :70 - Enter location : Pinner
2021-12-12 00:12:654 INFO  HomePage :77 - Select distance : up to 25 miles
2021-12-12 00:12:787 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (5aeb4bf4e7cd92b2a3f0ca9b8ff112ab)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:953 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (5aeb4bf4e7cd92b2a3f0ca9b8ff112ab)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:51 INFO  HomePage :97 - Enter maximum salary : 100000
2021-12-12 00:12:222 INFO  HomePage :104 - Select salary type : Per annum
2021-12-12 00:12:486 INFO  HomePage :111 - Select job type : Apprenticeship
2021-12-12 00:12:219 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:346 INFO  HomePage :70 - Enter location : Ruislip
2021-12-12 00:12:647 INFO  HomePage :77 - Select distance : up to 7 miles
2021-12-12 00:12:750 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (cc0db18d57f4839e4dd4989fa1320a1a)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:904 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (cc0db18d57f4839e4dd4989fa1320a1a)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:15 INFO  HomePage :97 - Enter maximum salary : 65000
2021-12-12 00:12:175 INFO  HomePage :104 - Select salary type : Per annum
2021-12-12 00:12:349 INFO  HomePage :111 - Select job type : Permanent
2021-12-12 00:12:241 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:344 INFO  HomePage :70 - Enter location : Alperton
2021-12-12 00:12:649 INFO  HomePage :77 - Select distance : up to 750 miles
2021-12-12 00:12:766 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (222ae8896b0441fb7aaa1ac873e35871)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:919 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (222ae8896b0441fb7aaa1ac873e35871)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:40 INFO  HomePage :97 - Enter maximum salary : 70000
2021-12-12 00:12:193 INFO  HomePage :104 - Select salary type : Per annum
2021-12-12 00:12:359 INFO  HomePage :111 - Select job type : Temporary
2021-12-12 00:12:581 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:687 INFO  HomePage :70 - Enter location : Harrow
2021-12-12 00:12:39 INFO  HomePage :77 - Select distance : up to 5 miles
2021-12-12 00:12:154 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (efe8b695d64dd6114cf9f1ffec89f12b)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:310 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (efe8b695d64dd6114cf9f1ffec89f12b)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:454 INFO  HomePage :97 - Enter maximum salary : 500000
2021-12-12 00:12:631 INFO  HomePage :104 - Select salary type : Per annum
2021-12-12 00:12:818 INFO  HomePage :111 - Select job type : Permanent
2021-12-12 00:12:198 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:311 INFO  HomePage :70 - Enter location : Edgware
2021-12-12 00:12:644 INFO  HomePage :77 - Select distance : up to 1 mile
2021-12-12 00:12:794 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (2505384694d47ba67ce697056482fecd)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:961 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (2505384694d47ba67ce697056482fecd)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:69 INFO  HomePage :97 - Enter maximum salary : 5000
2021-12-12 00:12:238 INFO  HomePage :104 - Select salary type : Per month
2021-12-12 00:12:419 INFO  HomePage :111 - Select job type : Contract
2021-12-12 00:12:298 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:411 INFO  HomePage :70 - Enter location : Wembley
2021-12-12 00:12:681 INFO  HomePage :77 - Select distance : up to 10 miles
2021-12-12 00:12:781 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (7896e822b260e67ea4c58f89c9cbe222)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:903 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (7896e822b260e67ea4c58f89c9cbe222)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:13 INFO  HomePage :97 - Enter maximum salary : 550
2021-12-12 00:12:158 INFO  HomePage :104 - Select salary type : Per day
2021-12-12 00:12:299 INFO  HomePage :111 - Select job type : Part Time
2021-12-12 00:12:323 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:439 INFO  HomePage :70 - Enter location : Stanmore
2021-12-12 00:12:830 INFO  HomePage :77 - Select distance : up to 2 miles
2021-12-12 00:12:940 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (a59436019859643c851a4024f89f52d7)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:99 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (a59436019859643c851a4024f89f52d7)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:204 INFO  HomePage :97 - Enter maximum salary : 200
2021-12-12 00:12:374 INFO  HomePage :104 - Select salary type : Per hour
2021-12-12 00:12:697 INFO  HomePage :111 - Select job type : Temporary
2021-12-12 00:12:275 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:389 INFO  HomePage :70 - Enter location : Pinner
2021-12-12 00:12:737 INFO  HomePage :77 - Select distance : up to 25 miles
2021-12-12 00:12:845 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (1a5d7f1809101ccb83bea9c6811b3099)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:995 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (1a5d7f1809101ccb83bea9c6811b3099)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:105 INFO  HomePage :97 - Enter maximum salary : 100000
2021-12-12 00:12:257 INFO  HomePage :104 - Select salary type : Per annum
2021-12-12 00:12:423 INFO  HomePage :111 - Select job type : Apprenticeship
2021-12-12 00:12:305 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:412 INFO  HomePage :70 - Enter location : Ruislip
2021-12-12 00:12:740 INFO  HomePage :77 - Select distance : up to 7 miles
2021-12-12 00:12:842 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (6f71bb83493de95671cc025421b1404c)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:14 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (6f71bb83493de95671cc025421b1404c)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:112 INFO  HomePage :97 - Enter maximum salary : 65000
2021-12-12 00:12:267 INFO  HomePage :104 - Select salary type : Per annum
2021-12-12 00:12:447 INFO  HomePage :111 - Select job type : Permanent
2021-12-12 00:12:284 INFO  HomePage :63 - Enter job title : Tester
2021-12-12 00:12:411 INFO  HomePage :70 - Enter location : Alperton
2021-12-12 00:12:742 INFO  HomePage :77 - Select distance : up to 750 miles
2021-12-12 00:12:841 INFO  HomePage :84 - Click on more search : [[ChromeDriver: chrome on WINDOWS (b58a3d379858948144a68a3c1b13ac2f)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:998 INFO  HomePage :90 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (b58a3d379858948144a68a3c1b13ac2f)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:111 INFO  HomePage :97 - Enter maximum salary : 70000
2021-12-12 00:12:273 INFO  HomePage :104 - Select salary type : Per annum
2021-12-12 00:12:456 INFO  HomePage :111 - Select job type : Temporary
2021-12-12 00:12:506 INFO  HomePage :64 - Enter job title : Tester
2021-12-12 00:12:627 INFO  HomePage :71 - Enter location : Harrow
2021-12-12 00:12:994 INFO  HomePage :78 - Select distance : up to 5 miles
2021-12-12 00:12:124 INFO  HomePage :85 - Click on more search : [[ChromeDriver: chrome on WINDOWS (542e9e8a12b19894fdc822a8bea90a6b)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:320 INFO  HomePage :91 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (542e9e8a12b19894fdc822a8bea90a6b)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:437 INFO  HomePage :98 - Enter maximum salary : 500000
2021-12-12 00:12:640 INFO  HomePage :105 - Select salary type : Per annum
2021-12-12 00:12:823 INFO  HomePage :112 - Select job type : Permanent
2021-12-12 00:12:236 INFO  HomePage :64 - Enter job title : Tester
2021-12-12 00:12:339 INFO  HomePage :71 - Enter location : Edgware
2021-12-12 00:12:656 INFO  HomePage :78 - Select distance : up to 1 mile
2021-12-12 00:12:793 INFO  HomePage :85 - Click on more search : [[ChromeDriver: chrome on WINDOWS (3e998f06845b49f2aab15c9a740f0b2e)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:964 INFO  HomePage :91 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (3e998f06845b49f2aab15c9a740f0b2e)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:61 INFO  HomePage :98 - Enter maximum salary : 5000
2021-12-12 00:12:233 INFO  HomePage :105 - Select salary type : Per month
2021-12-12 00:12:414 INFO  HomePage :112 - Select job type : Contract
2021-12-12 00:12:288 INFO  HomePage :64 - Enter job title : Tester
2021-12-12 00:12:399 INFO  HomePage :71 - Enter location : Wembley
2021-12-12 00:12:703 INFO  HomePage :78 - Select distance : up to 10 miles
2021-12-12 00:12:825 INFO  HomePage :85 - Click on more search : [[ChromeDriver: chrome on WINDOWS (ea9eded0d33d2a7fc8fd091450653455)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:987 INFO  HomePage :91 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (ea9eded0d33d2a7fc8fd091450653455)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:91 INFO  HomePage :98 - Enter maximum salary : 550
2021-12-12 00:12:248 INFO  HomePage :105 - Select salary type : Per day
2021-12-12 00:12:415 INFO  HomePage :112 - Select job type : Part Time
2021-12-12 00:12:348 INFO  HomePage :64 - Enter job title : Tester
2021-12-12 00:12:476 INFO  HomePage :71 - Enter location : Stanmore
2021-12-12 00:12:826 INFO  HomePage :78 - Select distance : up to 2 miles
2021-12-12 00:12:943 INFO  HomePage :85 - Click on more search : [[ChromeDriver: chrome on WINDOWS (01a3fc6ee84d1bf728dea4406a0cb29d)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:124 INFO  HomePage :91 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (01a3fc6ee84d1bf728dea4406a0cb29d)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:240 INFO  HomePage :98 - Enter maximum salary : 200
2021-12-12 00:12:414 INFO  HomePage :105 - Select salary type : Per hour
2021-12-12 00:12:600 INFO  HomePage :112 - Select job type : Temporary
2021-12-12 00:12:335 INFO  HomePage :64 - Enter job title : Tester
2021-12-12 00:12:437 INFO  HomePage :71 - Enter location : Pinner
2021-12-12 00:12:773 INFO  HomePage :78 - Select distance : up to 25 miles
2021-12-12 00:12:874 INFO  HomePage :85 - Click on more search : [[ChromeDriver: chrome on WINDOWS (ff7557550fc647ae5aaf66a38e9dfe37)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:59 INFO  HomePage :91 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (ff7557550fc647ae5aaf66a38e9dfe37)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:161 INFO  HomePage :98 - Enter maximum salary : 100000
2021-12-12 00:12:306 INFO  HomePage :105 - Select salary type : Per annum
2021-12-12 00:12:476 INFO  HomePage :112 - Select job type : Apprenticeship
2021-12-12 00:12:302 INFO  HomePage :64 - Enter job title : Tester
2021-12-12 00:12:424 INFO  HomePage :71 - Enter location : Ruislip
2021-12-12 00:12:760 INFO  HomePage :78 - Select distance : up to 7 miles
2021-12-12 00:12:863 INFO  HomePage :85 - Click on more search : [[ChromeDriver: chrome on WINDOWS (d83aa5867af1f04adc0477d64692b6e1)] -> xpath: //button[@id='toggle-hp-search']]
2021-12-12 00:12:22 INFO  HomePage :91 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (d83aa5867af1f04adc0477d64692b6e1)] -> xpath: //input[@id='salarymin']]
2021-12-12 00:12:122 INFO  HomePage :98 - Enter maximum salary : 65000
2021-12-12 00:12:287 INFO  HomePage :105 - Select salary type : Per annum
